Gender,Incurred_Age_Bucket,Incurred_Year_Bucket,Claim_Type,Region,Diagnosis_Category,Claim_Duration,Exposure,Deaths,Recovery,Terminations,Benefit_Expiry,Others_Terminations
Female,Unknown, < 2001,ALF,Unknown,Unknown,  2,40,0,0,0,0,0
Male,Unknown, < 2001,NH,Unknown,Unknown, 35,52,2,0,2,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 98,34,0,0,0,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown, 17,37,1,0,1,0,0
Male,Unknown,2007-2008,Other,Unknown,Unknown, 41,27,0,0,0,0,0
Male,Unknown,2005-2006,Other,Unknown,Unknown, 50,24,1,1,2,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown, 47,49,0,0,0,0,0
Male,Unknown,2009-2010,NH,Unknown,Unknown, 16,60,2,0,2,0,0
Male,Unknown,2003-2004,Other,Unknown,Unknown, 21,33,1,0,1,0,0
Male,Unknown,2013-2014,NH,Unknown,Unknown, 27,52,0,0,0,0,0
Male,Unknown, < 2001,HCC,Unknown,Unknown, 61,46,1,0,1,0,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown, 92,37,1,0,1,0,0
Female,Unknown, < 2001,Other,Unknown,Unknown, 92,37,0,0,0,0,0
Male,Unknown,Unknown,ALF,Unknown,Unknown,129,53,0,0,0,0,0
Female,Unknown,2011-2012,NH,Unknown,Unknown, 14,48,1,1,2,0,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown, 34,62,1,0,1,0,0
Female,Unknown, < 2001,ALF,Unknown,Unknown, 41,31,0,0,0,0,0
Female,Unknown,2013-2014,ALF,Unknown,Unknown,  1,53,0,0,0,0,0
Female,Unknown,2007-2008,Other,Unknown,Unknown,110,8,0,0,0,0,0
Female,Unknown,2005-2006,HCC,Unknown,Unknown, 13,65,1,1,2,0,0
Male,Unknown,2011-2012,Other,Unknown,Unknown, 16,37,1,0,1,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown, 53,50,1,1,2,1,0
Female,Unknown,2011-2012,Other,Unknown,Unknown, 55,21,1,0,1,0,0
Female,Unknown,2009-2010,Other,Unknown,Unknown, 16,44,0,0,0,0,0
Female,Unknown,2009-2010,HCC,Unknown,Unknown, 65,84,2,1,3,0,0
Female,Unknown,2011-2012,NH,Unknown,Unknown,  9,50,2,0,2,0,0
Female,Unknown,2007-2008,NH,Unknown,Unknown, 44,47,1,0,1,0,0
Male,Unknown,2009-2010,HCC,Unknown,Unknown, 95,14,0,0,0,0,0
Male,Unknown,Unknown,ALF,Unknown,Unknown,216,3,0,0,0,0,0
Female,Unknown,2007-2008,NH,Unknown,Unknown, 35,50,0,0,0,0,0
Female,Unknown,2005-2006,NH,Unknown,Unknown,117,37,2,0,2,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown, 80,44,0,0,0,1,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown,  5,53,1,0,1,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 70,19,0,0,0,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown, 59,46,2,0,2,0,0
Male,Unknown,2013-2014,Other,Unknown,Unknown, 40,24,2,0,2,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown, 77,38,0,0,0,0,0
Male,Unknown,2003-2004,NH,Unknown,Unknown, 66,58,1,0,1,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown,107,12,0,0,0,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown, 33,46,1,0,1,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown, 66,59,1,1,2,1,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown,  9,64,0,0,0,1,0
Male,Unknown,Unknown,HCC,Unknown,Unknown,190,18,0,0,0,0,0
Female,Unknown,2013-2014,HCC,Unknown,Unknown, 34,53,1,0,1,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown,  5,64,1,2,3,0,0
Male,Unknown,2009-2010,NH,Unknown,Unknown, 72,49,1,1,2,0,0
Male,Unknown,2013-2014,HCC,Unknown,Unknown, 18,57,3,0,3,0,0
Male,Unknown,Unknown,HCC,Unknown,Unknown,146,100,2,1,3,0,0
Male,Unknown, < 2001,NH,Unknown,Unknown, 77,37,1,0,1,1,0
Female,Unknown,2011-2012,ALF,Unknown,Unknown, 15,52,0,1,1,0,0
Female,Unknown,2011-2012,Other,Unknown,Unknown,  7,75,4,1,5,0,0
Male,Unknown, < 2001,ALF,Unknown,Unknown, 20,38,0,0,0,0,0
Female,Unknown,2013-2014,ALF,Unknown,Unknown, 24,53,2,0,2,0,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown, 19,53,2,0,2,0,0
Female,Unknown,2005-2006,Other,Unknown,Unknown, 98,15,0,0,0,0,0
Male,Unknown,2005-2006,NH,Unknown,Unknown, 96,47,2,0,2,0,0
Female,Unknown,2013-2014,HCC,Unknown,Unknown, 44,58,0,0,0,0,0
Female,Unknown,2011-2012,ALF,Unknown,Unknown, 30,48,0,0,0,0,0
Female,Unknown, < 2001,HCC,Unknown,Unknown, 87,43,0,0,0,0,0
Female,Unknown,2007-2008,HCC,Unknown,Unknown, 67,74,2,0,2,1,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown, 13,58,5,1,7,0,1
Female,Unknown,2013-2014,NH,Unknown,Unknown,  5,47,1,0,1,1,0
Female,Unknown,2009-2010,ALF,Unknown,Unknown, 54,56,0,0,0,2,0
Female,Unknown,2009-2010,NH,Unknown,Unknown, 86,38,0,1,1,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 18,33,1,1,2,0,0
Male,Unknown,2003-2004,Other,Unknown,Unknown, 66,22,0,1,1,0,0
Female,Unknown,2007-2008,HCC,Unknown,Unknown,103,63,0,0,0,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown, 97,36,0,1,1,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown, 80,20,0,0,0,0,0
Male,Unknown, < 2001,NH,Unknown,Unknown, 63,38,2,0,2,1,0
Female,Unknown,2005-2006,ALF,Unknown,Unknown, 10,54,0,0,0,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown, 88,41,1,0,1,0,0
Female,Unknown, < 2001,ALF,Unknown,Unknown, 89,24,0,0,0,0,0
Female,Unknown,2005-2006,NH,Unknown,Unknown, 11,54,2,0,2,0,0
Female,Unknown,2005-2006,Other,Unknown,Unknown, 65,26,0,0,0,0,0
Male,Unknown,2011-2012,ALF,Unknown,Unknown,  5,56,0,2,2,0,0
Female,Unknown,2011-2012,Other,Unknown,Unknown, 62,14,1,0,1,0,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 20,59,0,1,1,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown, 87,37,0,0,0,1,0
Female,Unknown,2011-2012,NH,Unknown,Unknown,  8,46,0,0,0,0,0
Female,Unknown,2001-2002,NH,Unknown,Unknown, 59,47,1,1,2,0,0
Female,Unknown, < 2001,HCC,Unknown,Unknown, 63,42,1,1,2,0,0
Female,Unknown,Unknown,Other,Unknown,Unknown,121,86,2,0,2,0,0
Male,Unknown,2003-2004,Other,Unknown,Unknown, 36,25,1,0,1,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 65,51,1,0,1,2,0
Male,Unknown,2009-2010,HCC,Unknown,Unknown, 90,44,1,1,2,0,0
Female,Unknown,Unknown,HCC,Unknown,Unknown,168,71,1,0,1,0,0
Female,Unknown,Unknown,Other,Unknown,Unknown,185,16,0,0,0,0,0
Female,Unknown,2001-2002,HCC,Unknown,Unknown, 26,67,1,0,1,0,0
Female,Unknown,2011-2012,NH,Unknown,Unknown, 71,29,0,0,1,0,1
Male,Unknown,2011-2012,Other,Unknown,Unknown,  6,57,5,1,6,0,0
Female,Unknown,Unknown,NH,Unknown,Unknown,136,130,4,0,4,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,143,62,2,0,2,0,0
Male,Unknown,2011-2012,NH,Unknown,Unknown, 54,49,0,0,1,0,1
Female,Unknown,2011-2012,Other,Unknown,Unknown, 52,30,0,0,1,0,1
Female,Unknown,2005-2006,HCC,Unknown,Unknown, 23,71,1,1,2,0,0
Female,Unknown,2015-2016,ALF,Unknown,Unknown, 23,42,2,5,9,0,2
Male,Unknown,2003-2004,ALF,Unknown,Unknown, 71,29,1,0,1,0,0
Male,Unknown,2009-2010,NH,Unknown,Unknown,  6,53,2,0,2,0,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown, 99,66,1,0,1,0,0
Male,Unknown,2009-2010,HCC,Unknown,Unknown, 68,80,1,0,1,0,0
Female,Unknown,2005-2006,HCC,Unknown,Unknown,  1,50,3,1,4,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 28,59,2,2,4,0,0
Female,Unknown,2003-2004,ALF,Unknown,Unknown,104,36,1,0,1,0,0
Female,Unknown,2011-2012,NH,Unknown,Unknown, 61,56,3,0,3,0,0
Female,Unknown,2007-2008,NH,Unknown,Unknown, 34,52,1,0,1,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown,116,17,0,0,0,0,0
Male,Unknown,2005-2006,ALF,Unknown,Unknown, 66,43,1,0,1,0,0
Male,Unknown,2001-2002,NH,Unknown,Unknown, 35,53,0,0,0,0,0
Male,Unknown,2013-2014,Other,Unknown,Unknown, 45,11,1,0,1,0,0
Female,Unknown,2003-2004,ALF,Unknown,Unknown, 78,46,0,0,0,0,0
Male,Unknown, < 2001,Other,Unknown,Unknown, 72,40,0,0,0,0,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown, 57,59,3,2,5,0,0
Female,Unknown,2011-2012,Other,Unknown,Unknown, 13,50,5,3,9,0,1
Female,Unknown,2009-2010,ALF,Unknown,Unknown, 45,53,0,0,0,0,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown,114,10,0,0,0,0,0
Female,Unknown,2011-2012,NH,Unknown,Unknown, 53,56,0,0,0,0,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown, 62,77,0,0,0,0,0
Female,Unknown,2011-2012,NH,Unknown,Unknown, 16,54,0,0,0,0,0
Female,Unknown,Unknown,HCC,Unknown,Unknown,147,138,3,0,3,0,0
Male,Unknown,2003-2004,NH,Unknown,Unknown, 95,34,1,0,1,0,0
Male,Unknown,2005-2006,ALF,Unknown,Unknown, 36,57,1,2,3,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown, 93,19,0,0,0,0,0
Female,Unknown,2015-2016,ALF,Unknown,Unknown,  1,53,1,1,2,0,0
Female,Unknown,2013-2014,ALF,Unknown,Unknown, 35,60,1,1,2,0,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown,  7,49,2,0,2,0,0
Male,Unknown,Unknown,HCC,Unknown,Unknown,136,144,0,0,0,1,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown, 56,53,0,0,0,0,0
Male,Unknown,2003-2004,NH,Unknown,Unknown, 46,57,0,0,0,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown, 11,48,2,0,2,0,0
Female,Unknown,2009-2010,ALF,Unknown,Unknown, 64,48,2,0,2,0,0
Male,Unknown,2007-2008,Other,Unknown,Unknown, 22,27,1,0,2,0,1
Female,Unknown,2009-2010,Other,Unknown,Unknown,  6,54,2,2,4,0,0
Female,Unknown,Unknown,Other,Unknown,Unknown,154,37,0,0,0,0,0
Female,Unknown,2007-2008,HCC,Unknown,Unknown, 75,68,0,0,0,2,0
Male,Unknown,2011-2012,NH,Unknown,Unknown, 45,47,0,1,1,1,0
Male,Unknown,2001-2002,NH,Unknown,Unknown, 55,52,3,0,3,0,0
Female,Unknown,2009-2010,NH,Unknown,Unknown, 95,20,0,0,0,0,0
Female,Unknown,2005-2006,NH,Unknown,Unknown, 46,56,0,0,0,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 26,30,0,0,0,0,0
Female,Unknown,2005-2006,ALF,Unknown,Unknown, 18,46,0,0,0,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,200,23,0,0,0,0,0
Male,Unknown,2005-2006,ALF,Unknown,Unknown, 43,49,3,0,3,0,0
Female,Unknown, < 2001,HCC,Unknown,Unknown, 77,39,0,1,1,0,0
Male,Unknown,Unknown,Other,Unknown,Unknown,256,7,0,0,0,0,0
Male,Unknown,2009-2010,Other,Unknown,Unknown, 66,21,0,0,0,0,0
Female,Unknown, < 2001,Other,Unknown,Unknown, 97,41,1,0,1,0,0
Male,Unknown,2013-2014,ALF,Unknown,Unknown, 24,54,1,0,1,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown, 71,42,0,0,0,0,0
Male,Unknown,Unknown,HCC,Unknown,Unknown,126,176,3,1,4,1,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown, 84,38,2,0,2,1,0
Male,Unknown,Unknown,Other,Unknown,Unknown,228,18,0,0,0,0,0
Male,Unknown,Unknown,ALF,Unknown,Unknown,134,47,1,0,1,0,0
Male,Unknown,2011-2012,NH,Unknown,Unknown, 64,37,0,0,0,0,0
Male,Unknown,2005-2006,ALF,Unknown,Unknown,106,26,0,0,0,0,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown, 52,85,2,1,3,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 85,15,1,0,1,0,0
Male,Unknown,2005-2006,ALF,Unknown,Unknown, 95,29,0,0,0,0,0
Male,Unknown, < 2001,NH,Unknown,Unknown, 87,33,1,1,2,0,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown, 29,61,0,0,0,0,0
Female,Unknown,2009-2010,NH,Unknown,Unknown, 46,48,1,0,1,1,0
Male,Unknown, < 2001,NH,Unknown,Unknown,102,30,1,0,1,0,0
Female,Unknown,2011-2012,HCC,Unknown,Unknown, 17,44,2,1,3,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 39,19,0,0,0,0,0
Male,Unknown,Unknown,Other,Unknown,Unknown,136,37,2,0,2,0,0
Female,Unknown,2001-2002,NH,Unknown,Unknown, 48,48,0,1,1,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown,  6,55,1,0,1,0,0
Female,Unknown,2011-2012,ALF,Unknown,Unknown, 64,49,1,0,1,0,0
Male,Unknown,Unknown,Other,Unknown,Unknown,277,3,0,0,0,1,0
Male,Unknown,2013-2014,HCC,Unknown,Unknown,  4,48,1,1,2,0,0
Female,Unknown,Unknown,NH,Unknown,Unknown,146,106,1,1,2,0,0
Female,Unknown,2005-2006,ALF,Unknown,Unknown, 52,48,1,0,1,0,0
Female,Unknown, < 2001,Other,Unknown,Unknown, 47,35,0,0,0,0,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 15,60,0,0,0,0,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown,  2,59,3,3,7,0,1
Male,Unknown,2013-2014,HCC,Unknown,Unknown,  5,49,0,1,1,0,0
Male,Unknown,2013-2014,NH,Unknown,Unknown, 20,57,1,0,1,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown, 92,40,0,1,1,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown,  6,41,3,0,3,0,0
Male,Unknown, < 2001,Other,Unknown,Unknown,  6,46,0,0,0,0,0
Male,Unknown,2009-2010,Other,Unknown,Unknown, 21,29,2,1,3,0,0
Female,Unknown,2013-2014,Other,Unknown,Unknown, 28,57,2,1,3,0,0
Male,Unknown,2001-2002,ALF,Unknown,Unknown, 14,40,1,0,1,0,0
Female,Unknown,2011-2012,HCC,Unknown,Unknown, 68,49,2,0,2,0,0
Male,Unknown,2009-2010,NH,Unknown,Unknown, 19,56,1,0,1,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,123,131,5,0,5,0,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown, 78,54,1,0,1,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown, 11,75,2,1,3,0,0
Male,Unknown,2005-2006,ALF,Unknown,Unknown, 46,42,0,0,0,0,0
Male,Unknown, < 2001,ALF,Unknown,Unknown, 28,37,0,0,0,0,0
Male,Unknown, < 2001,NH,Unknown,Unknown, 34,52,0,0,0,1,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown, 11,62,2,0,2,0,0
Male,Unknown,2005-2006,Other,Unknown,Unknown, 16,27,0,0,0,0,0
Male,Unknown, < 2001,HCC,Unknown,Unknown, 66,45,0,0,0,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown, 36,74,0,0,0,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown, 87,42,0,0,0,0,0
Male,Unknown,Unknown,ALF,Unknown,Unknown,126,57,0,0,0,0,0
Female,Unknown,2001-2002,NH,Unknown,Unknown,  4,61,1,1,2,0,0
Male,Unknown,2003-2004,NH,Unknown,Unknown, 43,55,1,0,1,0,0
Male,Unknown,2005-2006,Other,Unknown,Unknown, 72,18,0,0,0,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown, 64,56,0,0,0,0,0
Female,Unknown,2009-2010,NH,Unknown,Unknown, 90,31,1,0,2,0,1
Male,Unknown,2009-2010,Other,Unknown,Unknown, 41,24,0,0,1,0,1
Male,Unknown,Unknown,ALF,Unknown,Unknown,133,46,0,0,0,0,0
Male,Unknown,Unknown,Other,Unknown,Unknown,146,29,1,0,1,0,0
Female,Unknown,2007-2008,Other,Unknown,Unknown,103,14,0,0,0,0,0
Male,Unknown,2009-2010,Other,Unknown,Unknown, 36,32,1,1,2,0,0
Male,Unknown,2001-2002,ALF,Unknown,Unknown, 61,28,1,0,1,0,0
Female,Unknown,2003-2004,Other,Unknown,Unknown, 59,25,1,0,1,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown, 61,47,0,1,1,0,0
Female,Unknown,2005-2006,ALF,Unknown,Unknown, 70,44,1,0,1,0,0
Male,Unknown,2007-2008,Other,Unknown,Unknown, 71,19,0,1,1,0,0
Female,Unknown, < 2001,HCC,Unknown,Unknown, 97,39,0,0,0,0,0
Female,Unknown,2003-2004,Other,Unknown,Unknown,103,21,0,0,0,0,0
Female,Unknown,2009-2010,HCC,Unknown,Unknown, 33,49,0,0,0,0,0
Male,Unknown,2009-2010,NH,Unknown,Unknown, 71,54,2,0,2,1,0
Female,Unknown,2011-2012,NH,Unknown,Unknown, 60,57,2,2,5,0,1
Male,Unknown, < 2001,ALF,Unknown,Unknown, 54,32,1,1,2,1,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown, 19,50,2,0,2,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown, 94,38,1,0,1,1,0
Male,Unknown,2007-2008,Other,Unknown,Unknown, 60,22,1,0,1,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 20,54,1,0,1,0,0
Male,Unknown,Unknown,ALF,Unknown,Unknown,217,3,0,0,0,0,0
Male,Unknown,Unknown,Other,Unknown,Unknown,177,7,0,0,0,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown,112,22,1,1,2,0,0
Male,Unknown,2009-2010,HCC,Unknown,Unknown, 74,69,0,0,1,0,1
Male,Unknown,2013-2014,HCC,Unknown,Unknown, 38,72,2,2,4,0,0
Male,Unknown,2011-2012,ALF,Unknown,Unknown,  4,56,1,1,2,0,0
Male,Unknown,2009-2010,NH,Unknown,Unknown, 84,52,3,0,3,0,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 64,45,0,0,1,2,1
Female,Unknown,2009-2010,HCC,Unknown,Unknown, 25,55,0,0,0,0,0
Female,Unknown,2011-2012,HCC,Unknown,Unknown,  3,43,0,1,1,0,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown, 10,51,2,0,2,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown,115,9,1,0,1,0,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown, 70,76,0,0,0,0,0
Male,Unknown,2001-2002,NH,Unknown,Unknown, 99,35,0,0,0,0,0
Female,Unknown,2011-2012,NH,Unknown,Unknown, 11,50,1,0,2,0,1
Female,Unknown,2001-2002,HCC,Unknown,Unknown, 85,58,1,0,1,0,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown, 14,71,1,0,1,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown, 91,86,1,0,1,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 15,58,2,0,2,0,0
Female,Unknown,Unknown,ALF,Unknown,Unknown,167,29,0,0,0,0,0
Female,Unknown,2011-2012,Other,Unknown,Unknown, 63,14,0,1,1,0,0
Male,Unknown,2011-2012,HCC,Unknown,Unknown, 42,67,1,0,1,0,0
Female,Unknown,2005-2006,NH,Unknown,Unknown, 53,59,0,0,0,1,0
Female,Unknown,2005-2006,HCC,Unknown,Unknown, 32,71,1,0,1,0,0
Female,Unknown,Unknown,ALF,Unknown,Unknown,129,107,1,0,1,0,0
Male,Unknown,2009-2010,HCC,Unknown,Unknown, 43,63,1,0,1,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown, 84,36,2,0,2,0,0
Male,Unknown,2009-2010,Other,Unknown,Unknown, 50,21,0,0,0,1,0
Male,Unknown,2011-2012,HCC,Unknown,Unknown, 24,48,3,1,4,0,0
Female,Unknown, < 2001,ALF,Unknown,Unknown, 79,24,0,0,0,0,0
Female,Unknown,2003-2004,NH,Unknown,Unknown, 12,64,5,0,5,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown, 96,46,0,0,0,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 31,50,4,0,4,0,0
Female,Unknown,2009-2010,ALF,Unknown,Unknown, 12,56,0,0,0,0,0
Female,Unknown,2009-2010,Other,Unknown,Unknown, 84,18,0,1,1,0,0
Female,Unknown,2003-2004,Other,Unknown,Unknown, 91,22,0,0,0,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown, 49,21,0,1,1,0,0
Female,Unknown,2001-2002,Other,Unknown,Unknown, 27,33,0,0,0,0,0
Female,Unknown,2011-2012,ALF,Unknown,Unknown, 25,52,1,2,3,0,0
Male,Unknown,2001-2002,NH,Unknown,Unknown, 77,40,0,0,0,0,0
Male,Unknown,2009-2010,HCC,Unknown,Unknown, 69,77,0,0,0,0,0
Male,Unknown,2007-2008,ALF,Unknown,Unknown, 60,50,0,0,0,0,0
Male,Unknown,2003-2004,NH,Unknown,Unknown,117,34,1,0,1,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown,  9,49,1,1,2,0,0
Female,Unknown,2013-2014,Other,Unknown,Unknown, 32,53,1,0,1,0,0
Male,Unknown,2009-2010,NH,Unknown,Unknown, 91,33,0,0,0,0,0
Male,Unknown,2001-2002,HCC,Unknown,Unknown, 24,69,3,0,3,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown, 47,74,2,2,4,0,0
Female,Unknown,2013-2014,Other,Unknown,Unknown, 13,61,0,3,3,0,0
Female,Unknown,2007-2008,Other,Unknown,Unknown, 79,15,0,0,0,0,0
Male,Unknown,2001-2002,ALF,Unknown,Unknown, 42,41,1,0,1,0,0
Female,Unknown,2015-2016,NH,Unknown,Unknown,  8,53,0,0,0,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown, 72,29,1,0,1,0,0
Male,Unknown,Unknown,ALF,Unknown,Unknown,218,3,0,0,0,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown,  8,76,2,1,3,0,0
Female,Unknown,2003-2004,ALF,Unknown,Unknown, 55,45,0,0,0,0,0
Female,Unknown,2005-2006,Other,Unknown,Unknown, 15,45,0,1,1,0,0
Female,Unknown,2009-2010,Other,Unknown,Unknown, 69,27,1,0,1,0,0
Female,Unknown,2007-2008,NH,Unknown,Unknown, 15,46,1,0,1,0,0
Female,Unknown,2007-2008,HCC,Unknown,Unknown, 54,76,1,1,2,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown, 12,66,2,0,2,0,0
Male,Unknown,2007-2008,NH,Unknown,Unknown, 93,37,2,0,2,0,0
Male,Unknown,2007-2008,Other,Unknown,Unknown,115,4,0,0,0,0,0
Male,Unknown, < 2001,ALF,Unknown,Unknown, 22,39,0,0,0,0,0
Male,Unknown,2003-2004,NH,Unknown,Unknown, 41,61,2,1,3,0,0
Male,Unknown,2013-2014,ALF,Unknown,Unknown, 23,55,1,0,1,0,0
Female,Unknown,2001-2002,NH,Unknown,Unknown,  6,66,2,1,3,0,0
Male,Unknown, < 2001,HCC,Unknown,Unknown, 24,56,1,1,2,0,0
Female,Unknown,2005-2006,ALF,Unknown,Unknown, 83,46,0,0,0,0,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 49,48,1,0,1,0,0
Female,Unknown,2009-2010,HCC,Unknown,Unknown, 53,72,0,0,0,0,0
Male,Unknown,2005-2006,HCC,Unknown,Unknown, 54,61,1,1,2,0,0
Female,Unknown,2009-2010,Other,Unknown,Unknown, 37,37,1,0,1,0,0
Female,Unknown,2003-2004,Other,Unknown,Unknown, 66,16,0,0,0,0,0
Female,Unknown,2005-2006,ALF,Unknown,Unknown, 12,53,0,1,1,0,0
Male,Unknown,2015-2016,HCC,Unknown,Unknown, 20,70,0,4,5,0,1
Female,Unknown,2005-2006,HCC,Unknown,Unknown,107,70,0,0,0,0,0
Female,Unknown,2005-2006,ALF,Unknown,Unknown, 49,46,0,0,0,0,0
Male,Unknown,Unknown,NH,Unknown,Unknown,153,35,2,0,2,0,0
Female,Unknown,2001-2002,NH,Unknown,Unknown, 77,48,2,0,2,0,0
Female,Unknown,2007-2008,ALF,Unknown,Unknown, 62,46,2,1,3,1,0
Female,Unknown,2015-2016,HCC,Unknown,Unknown,  3,43,1,0,1,0,0
Male,Unknown,2003-2004,ALF,Unknown,Unknown,112,20,0,0,0,0,0
Male,Unknown, < 2001,Other,Unknown,Unknown, 80,31,0,0,0,0,0
Female,Unknown, < 2001,NH,Unknown,Unknown,112,42,0,0,0,0,0
Female,Unknown,2003-2004,HCC,Unknown,Unknown, 28,73,2,0,2,0,0
Male,Unknown,2005-2006,Other,Unknown,Unknown, 25,24,0,0,0,1,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown,  2,53,1,0,1,0,0
Male,Unknown,2001-2002,Other,Unknown,Unknown, 92,10,0,0,0,0,0
Male,Unknown,2003-2004,HCC,Unknown,Unknown, 81,59,1,1,2,2,0
Female,Unknown,2005-2006,Other,Unknown,Unknown, 80,20,0,1,2,0,1
Female,Unknown,2015-2016,NH,Unknown,Unknown, 16,60,1,0,2,0,1
Male,Unknown, < 2001,ALF,Unknown,Unknown, 41,35,2,0,2,0,0
Male,Unknown,2003-2004,NH,Unknown,Unknown, 22,61,2,0,2,0,0
Male,Unknown,Unknown,ALF,Unknown,Unknown,139,33,0,0,0,0,0
Female,Unknown,2015-2016,HCC,Unknown,Unknown, 17,63,2,0,2,0,0
Female,Unknown,2001-2002,ALF,Unknown,Unknown, 39,55,2,0,2,0,0
Male,Unknown, < 2001,Other,Unknown,Unknown,107,23,0,0,0,0,0
Male,Unknown, < 2001,HCC,Unknown,Unknown, 35,59,5,0,5,0,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown, 96,69,2,0,2,0,0
Male,Unknown,Unknown,HCC,Unknown,Unknown,158,73,0,0,0,1,0
Female,Unknown,2011-2012,ALF,Unknown,Unknown, 28,50,0,1,1,0,0
Male,Unknown,2007-2008,HCC,Unknown,Unknown,115,29,0,0,1,0,1
Female,Unknown,2001-2002,Other,Unknown,Unknown, 58,24,0,1,1,0,0
Female,Unknown,2001-2002,HCC,Unknown,Unknown, 69,64,0,0,0,0,0
Female,Unknown,2001-2002,NH,Unknown,Unknown, 16,61,2,0,2,0,0
Male,Unknown,2009-2010,ALF,Unknown,Unknown, 73,41,1,0,1,0,0
